Area	Year	Season	Gear	GearCode	Repeated_Day	Depthstratum	Depth, m	Disturbance	Station	Cod>38N	CodN	CyprinidsB	CyprinidsN	Eel>45N	EelN	EelpoutN	Fish>30N	Fish>40N	Flounder>30N	FlounderN	HerringN	MesopredatorsN	Perch>24N	PerchB	PerchN	PikeN	Pikeperch>40N	PikeperchN	Piscivores>30N	PiscivoresN	TotalcatchN	WhitefishN
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	347	0	0	2,070316002	36	0	0	0	1	0	0	0	7	NA	0	1,064108007	28	0	0	1	1	29	99	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	14	NO	403	0	0	0,598687004	10	0	0	0	1	1	0	1	4	NA	0	1,267269002	18	0	1	1	1	19	88	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	13	NO	404	0	0	0,183150001	3	0	0	0	1	0	0	0	0	NA	3	4,234704005	69	0	0	1	1	70	93	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	15	NO	423	0	0	0	0	0	0	0	0	0	0	0	9	NA	1	2,440520007	27	0	0	0	0	27	57	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	424	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0,778186003	12	0	0	0	0	12	34	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	11	NO	426	0	0	0,030235	1	0	0	0	0	0	0	1	5	NA	0	1,950068016	33	0	0	1	0	34	63	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	427	0	0	0	0	0	0	0	0	0	0	1	7	NA	0	0,737418996	15	0	0	0	0	15	36	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	15	NO	433	0	0	0	0	0	0	0	1	0	0	1	5	NA	0	0,621462997	17	0	0	0	0	17	30	1
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	17	NO	434	0	0	0	0	0	0	0	0	0	0	0	14	NA	0	1,396725018	30	0	0	0	0	30	57	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	14	NO	435	0	0	0,126972001	3	0	0	0	0	0	0	3	29	NA	0	1,310812009	27	0	0	0	0	27	70	1
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	13	NO	438	0	0	0,076202001	2	0	0	0	0	0	0	2	28	NA	0	0,776326003	16	0	0	0	0	16	84	0
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	440	0	0	0,054217	2	0	0	0	0	0	0	1	15	NA	0	0,355211005	11	0	0	0	0	11	56	1
Asköfjärden	2007	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	444	0	0	1,750593003	34	0	0	0	0	0	0	0	9	NA	0	1,163886007	28	0	0	0	0	28	83	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	101	0	0	0,189592998	7	0	0	0	0	0	0	0	4	NA	0	1,323400024	19	0	0	0	0	19	30	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	102	0	0	0,187009003	8	0	0	0	0	0	0	0	9	NA	0	0,56394501	11	0	0	0	0	11	28	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	111	0	0	0,150110003	3	0	0	0	0	0	0	0	4	NA	1	1,245085998	17	0	0	0	0	17	25	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	112	0	0	0	0	0	0	0	0	0	0	0	5	NA	0	0,958020009	25	0	0	0	0	25	31	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	114	0	0	0,079610001	2	0	0	0	1	0	0	0	4	NA	1	1,731101032	22	0	0	0	1	22	28	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	2	NO	116	0	0	0,224167001	8	0	0	0	0	0	0	0	3	NA	1	2,308486024	34	0	0	0	0	34	45	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	120	0	0	2,156998031	58	0	0	0	2	0	0	1	0	NA	8	5,418168016	42	0	0	1	2	43	102	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	2	NO	128	0	0	0,104183	4	0	0	0	0	0	0	0	2	NA	1	0,610964	5	0	0	0	0	5	11	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	129	0	0	0,066610001	1	0	0	0	0	0	0	0	3	NA	0	0,449285999	8	0	0	0	0	8	12	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	2	NO	132	0	0	0,847678997	23	0	0	0	0	0	0	0	1	NA	2	2,511218004	42	0	0	1	0	43	67	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	145	0	0	1,217792001	21	0	0	0	1	0	0	0	2	NA	0	0,735197013	19	0	0	7	1	26	49	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	148	0	0	0,072903	3	0	0	1	0	0	0	0	0	NA	3	2,398385014	26	0	0	1	0	27	31	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	206	0	0	1,366155967	31	0	0	0	0	0	0	0	8	NA	0	1,732009005	30	0	0	0	0	30	76	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	5	NO	213	0	0	1,627115972	54	0	0	1	0	0	0	0	0	NA	0	1,71943301	43	0	0	0	0	43	101	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	5	NO	215	0	0	2,82747202	69	0	0	0	1	0	0	1	0	NA	2	2,491765011	38	0	0	0	0	38	110	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	5	NO	221	0	0	3,854965981	80	0	0	0	0	0	0	0	1	NA	0	1,941366028	33	0	0	4	0	37	118	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	222	0	0	4,351274025	89	0	0	0	0	0	0	2	0	NA	1	1,160474028	17	0	0	1	0	18	109	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	225	0	0	2,99429604	59	0	0	0	0	0	0	0	3	NA	0	0,511610001	6	0	0	0	0	6	69	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	4	NO	231	0	0	0,440800998	13	0	0	0	0	0	0	0	2	NA	0	0,801767016	16	0	0	0	0	16	32	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	236	0	0	0,323334001	9	0	0	0	0	0	0	0	0	NA	1	1,242300004	14	0	0	2	0	16	25	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	237	0	0	1,415660989	23	0	0	1	0	0	0	1	0	NA	0	0,968462013	17	0	0	2	0	19	44	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	239	0	0	0,854660008	18	0	0	0	0	0	0	0	0	NA	0	0,823980018	7	0	0	0	0	7	25	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	241	0	0	0,335904002	10	0	0	0	0	0	0	1	0	NA	0	0,392644007	11	0	0	0	0	11	26	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	4	NO	246	0	0	1,517329987	33	0	0	0	2	0	0	0	1	NA	0	1,641283026	26	0	0	5	2	31	66	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	9	NO	305	0	0	1,75827397	33	0	0	0	0	0	0	0	1	NA	0	1,230307015	17	0	0	0	0	17	51	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	307	0	0	4,712182984	96	0	0	0	0	0	0	0	3	NA	1	1,849313993	32	0	0	0	0	32	133	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	10	NO	308	0	0	2,523968019	49	0	0	0	0	0	0	1	9	NA	0	2,091218034	44	0	0	0	0	44	113	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	10	NO	309	0	0	2,167115014	45	0	0	0	0	0	0	0	4	NA	0	0,824701	18	0	0	0	0	18	70	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	310	0	0	1,215883009	28	0	0	0	0	0	0	0	1	NA	0	0,316229001	5	0	0	0	0	5	35	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	317	0	0	3,394232005	72	0	0	2	0	0	0	0	3	NA	0	0,997030003	18	0	0	0	0	18	99	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	318	0	0	4,78937199	93	0	0	0	1	0	0	0	1	NA	0	2,361574989	44	0	0	5	1	49	144	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	9	NO	319	0	0	4,668941982	98	0	0	1	2	0	1	2	2	NA	0	1,535083011	26	0	0	1	1	27	131	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	7	NO	330	0	0	1,736418981	34	0	0	0	1	1	0	0	2	NA	0	1,016615009	20	1	0	0	1	21	58	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	10	NO	342	0	0	3,606389992	71	0	0	1	1	0	1	1	1	NA	0	1,271101017	36	0	0	0	0	36	110	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	7	NO	343	0	0	3,855651025	69	0	0	0	3	0	0	0	0	NA	0	0,686666012	19	0	0	21	3	40	110	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	347	0	0	4,957651027	92	0	0	0	1	1	0	0	4	NA	0	1,109113	32	1	0	5	1	38	136	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	14	NO	403	0	0	0,266650002	5	0	0	0	0	0	0	2	53	NA	0	1,57102301	18	0	0	0	0	18	143	1
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	13	NO	404	0	0	1,504147008	32	0	0	0	0	0	0	0	3	NA	0	2,974494999	39	0	0	1	0	40	90	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	15	NO	423	1	1	0,158360001	4	0	0	2	2	1	0	0	5	NA	1	1,441503022	15	0	0	0	1	16	47	1
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	424	0	2	0	0	0	0	0	0	0	0	3	2	NA	0	0,883546995	11	0	0	0	0	13	31	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	11	NO	426	0	0	2,579758015	45	0	0	0	0	0	0	0	17	NA	0	1,224770002	23	0	0	0	0	23	101	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	427	1	1	0,185864992	5	0	0	0	1	0	0	0	10	NA	0	0,516371997	10	0	0	0	1	11	39	1
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	15	NO	433	0	0	0,030235	1	0	0	0	2	1	0	0	26	NA	0	0,432486996	7	0	0	0	0	7	94	7
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	17	NO	434	0	0	0,06047	2	0	0	0	1	0	0	0	23	NA	0	0,331757005	8	0	0	0	0	8	124	3
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	14	NO	435	0	0	0,176568002	5	0	0	0	0	0	0	0	10	NA	0	1,07534799	19	0	0	0	0	19	87	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	13	NO	438	0	0	0	0	0	0	0	0	0	0	0	32	NA	0	0,162541002	3	0	0	0	0	3	88	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	440	0	0	1,129196003	26	0	0	0	0	0	0	0	8	NA	0	0,337736011	8	0	0	0	0	8	65	0
Asköfjärden	2008	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	444	0	0	4,157941028	86	0	0	0	1	0	0	1	10	NA	0	0,526383007	14	0	0	7	1	21	134	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	101	0	0	0	0	0	0	0	0	0	0	0	13	NA	1	1,447743004	18	0	0	0	0	18	36	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	102	0	0	0,097693	2	0	0	0	0	0	0	1	8	NA	0	1,009769	16	0	0	0	0	16	32	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	111	0	0	0,308332004	8	0	0	0	0	0	0	0	8	NA	0	1,101620007	22	0	0	0	0	22	40	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	112	0	0	0,208445001	4	0	0	0	0	0	0	0	5	NA	0	0,901815001	15	0	0	0	0	15	27	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	114	0	0	0	0	0	0	0	0	0	0	0	18	NA	0	1,563819	25	0	0	0	0	25	45	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	2	NO	116	0	0	0,111256003	2	0	0	0	0	0	0	0	38	NA	1	1,406179	19	0	0	0	0	19	63	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	120	0	0	0,199830994	3	0	0	0	0	0	0	0	0	NA	1	1,776087014	23	0	0	0	0	23	29	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	2	NO	128	0	0	0,182600003	4	0	0	0	2	1	0	0	1	NA	0	1,239912	14	3	0	0	2	17	23	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	129	0	0	0,023982	1	0	0	0	0	0	0	0	0	NA	1	1,399220005	14	0	0	0	0	14	15	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	2	NO	132	0	0	0,145617001	2	0	0	0	0	0	0	0	2	NA	1	2,562425992	33	0	0	0	0	33	41	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	145	0	0	0,030235	1	0	0	0	0	0	0	0	3	NA	1	1,287870005	13	0	0	0	0	13	17	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	0-3m	3	NO	148	0	0	0,225325	3	0	0	0	0	0	0	0	2	NA	1	2,173780009	28	0	0	0	0	28	57	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	206	0	0	0	0	0	0	0	0	0	0	0	11	NA	0	0,459586009	6	0	0	1	0	7	37	1
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	5	NO	213	0	0	0,037533	1	0	0	0	0	0	0	1	10	NA	2	1,191978993	13	0	0	0	0	13	34	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	5	NO	215	0	0	0	0	0	0	0	0	0	0	0	7	NA	0	0,876283014	16	0	0	0	0	16	26	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	5	NO	221	0	0	0	0	0	0	0	0	0	0	0	3	NA	0	1,131475011	13	0	0	0	0	13	28	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	222	0	0	0,066610001	1	0	0	0	0	0	0	0	1	NA	0	0,927072994	17	0	0	0	0	17	25	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	225	0	0	0	0	0	0	2	1	0	0	0	9	NA	0	3,845902013	51	0	0	0	0	51	91	1
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	4	NO	231	0	0	0	0	0	0	0	1	0	0	0	2	NA	3	1,956978032	23	0	0	0	1	23	25	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	236	0	0	0	0	0	0	0	0	0	0	0	1	NA	0	0,640039999	9	0	0	0	0	9	24	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	237	0	0	0,286442995	5	0	0	0	0	0	0	0	1	NA	0	1,297338009	22	0	0	0	0	22	28	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	239	0	0	0,055628002	1	0	0	0	0	0	0	0	0	NA	0	1,615468007	27	0	0	0	0	27	28	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	6	NO	241	0	1	0,037533	1	0	0	0	0	0	0	1	3	NA	0	1,32128799	22	0	0	0	0	23	51	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	3-6m	4	NO	246	0	0	0,055628002	1	0	0	0	2	1	1	1	2	NA	0	1,264203014	14	1	0	0	1	15	22	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	9	NO	305	0	0	0	0	0	0	0	0	0	0	1	9	NA	0	1,359750994	16	0	0	0	0	16	35	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	307	0	0	0,141491003	3	0	0	1	2	0	0	1	3	NA	0	1,927191004	21	0	0	0	0	21	37	2
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	10	NO	308	0	0	0	0	0	0	0	0	0	0	0	8	NA	0	0,582985001	9	0	0	0	0	10	69	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	10	NO	309	0	0	0,066610001	1	0	0	1	0	0	0	0	2	NA	0	1,993599966	23	0	0	0	0	23	35	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	310	0	0	0	0	0	0	0	0	0	0	0	4	NA	0	0,279272005	3	0	0	0	0	3	10	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	317	0	0	0	0	0	0	0	0	0	0	0	7	NA	0	0,717723988	12	0	0	0	0	12	46	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	318	0	0	0,138881002	2	0	0	1	2	0	0	1	4	NA	0	1,864468992	25	0	0	0	0	25	54	2
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	9	NO	319	0	0	0	0	0	0	0	1	0	0	0	0	NA	1	2,788929986	37	0	0	0	0	37	69	2
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	7	NO	330	0	0	1,40561901	22	0	0	0	0	0	0	0	1	NA	1	1,908931043	25	0	0	0	0	26	53	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	10	NO	342	0	0	0	0	0	0	0	1	0	0	0	8	NA	0	0,82181301	13	0	0	0	0	13	47	2
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	7	NO	343	0	0	0	0	0	0	0	0	0	0	1	18	NA	0	2,482232019	34	0	0	0	0	34	74	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	6-10m	8	NO	347	0	0	0,151268002	4	0	0	0	0	0	0	0	8	NA	0	1,423385991	28	0	0	0	0	28	86	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	14	NO	403	0	0	0	0	0	0	0	0	0	0	0	7	NA	0	0,611617014	6	0	0	0	0	6	108	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	13	NO	404	0	0	0	0	0	0	0	0	0	0	1	9	NA	0	0,701069005	9	0	0	0	0	9	42	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	15	NO	423	0	0	0,066610001	1	0	0	1	0	0	0	0	10	NA	0	1,099978	9	0	0	0	0	9	28	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	424	0	1	0	0	0	0	0	0	0	0	0	10	NA	0	0,474055007	6	0	0	1	0	8	40	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	11	NO	426	0	0	0	0	0	0	0	0	0	0	0	2	NA	0	1,163140997	11	0	0	0	0	11	26	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	427	0	0	0	0	0	0	0	0	0	0	0	9	NA	1	4,858394019	56	0	0	0	0	56	85	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	15	NO	433	0	0	0	0	0	0	0	0	0	0	0	1	NA	0	0,187779002	3	0	0	0	0	3	48	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	17	NO	434	0	0	0	0	0	0	0	0	0	0	0	10	NA	0	0,027996	1	0	0	0	0	1	55	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	14	NO	435	0	0	0	0	0	0	0	2	1	0	0	10	NA	0	0,961405998	12	0	0	0	0	12	82	2
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	13	NO	438	0	0	0	0	0	0	0	0	0	0	0	11	NA	0	0,509103991	9	0	0	0	0	9	35	0
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	440	0	0	0	0	0	0	0	0	0	0	0	17	NA	0	0,692851992	10	0	0	0	0	10	68	2
Asköfjärden	2009	Warm	Nordic coastal multimesh gillnet	K064	NA	10-20m	12	NO	444	0	0	0,030235	1	0	0	0	0	0	0	0	10	NA	0	1,204155013	24	0	0	0	0	24	193	1
